0,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
3231,Audi,1750,vagon,330,1.9,Diesel,no,1996,A4
3232,Volkswagen,2200,hatch,260,1.8,Gas,yes,1987,Golf II
3233,Renault,6000,vagon,225,1.5,Diesel,yes,2004,Megane
3234,BMW,40000,crossover,48,4.4,Petrol,yes,2009,X6
3235,Mercedes-Benz,103333,crossover,0,3,Diesel,yes,2016,GLE-Class
3236,Mercedes-Benz,14800,sedan,218,3.2,Diesel,yes,2004,S 320
3237,BMW,28000,crossover,116,NA,Petrol,yes,2008,X5
3238,Mercedes-Benz,12900,hatch,130,2,Petrol,yes,2007,B 200
3239,Volkswagen,21900,crossover,136,3,Diesel,yes,2008,Touareg
3240,BMW,5300,sedan,204,1.8,Petrol,yes,1993,318
3241,Mitsubishi,1599,sedan,156,1.8,Petrol,yes,1989,Galant
3242,BMW,2300,sedan,189,1.8,Petrol,no,2002,318
3243,Renault,7200,sedan,69,1.4,Petrol,yes,2012,Symbol
3244,BMW,104999,crossover,2,3,Diesel,yes,2016,X5
3245,Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63
3246,Mitsubishi,11300,crossover,209,3.5,Petrol,yes,1999,Pajero Wagon
3247,Toyota,12800,sedan,123,3.5,Petrol,yes,2007,Camry
3248,Audi,46000,sedan,170,4.2,Diesel,yes,2011,A8
3249,BMW,2500,sedan,290,2,Diesel,no,1999,320
3250,Mercedes-Benz,93555,crossover,0,NA,Other,yes,2016,GLS 350
3251,Volkswagen,22500,other,200,2,Petrol,yes,2011,Scirocco
3252,Toyota,36700,crossover,43,3,Diesel,yes,2012,Land Cruiser Prado
3253,BMW,25500,crossover,130,3,Gas,yes,2007,X5
3254,Volkswagen,9300,van,220,2.5,Diesel,yes,2003,T4 (Transporter)
3255,Mercedes-Benz,11299,van,1,2.2,Other,yes,2006,Vito
3256,Toyota,12900,hatch,37,1.4,Petrol,yes,2013,Auris
3257,Toyota,23600,sedan,105,2.5,Gas,yes,2012,Camry
3258,Toyota,21900,crossover,110,4,Gas,yes,2006,FJ Cruiser
3259,Renault,4350,van,198,1.5,Diesel,yes,2004,Kangoo
3260,Audi,3100,vagon,210,2.5,Diesel,no,2000,A6
3261,BMW,7400,sedan,290,3,Petrol,yes,2000,330
3262,Volkswagen,10999,van,95,1.6,Diesel,yes,2012,Caddy
3263,Mitsubishi,18700,crossover,52,2,Petrol,yes,2013,Outlander XL
3264,Mercedes-Benz,18200,sedan,103,2,Gas,yes,2007,C-Class
3265,Mercedes-Benz,12500,sedan,230,5,Petrol,yes,2002,E-Class
3266,Mercedes-Benz,12900,hatch,150,2,Diesel,yes,2008,B 180
3267,Volkswagen,12500,sedan,161,2,Petrol,yes,2006,Passat B6
3268,Toyota,25500,sedan,58,2.5,Petrol,yes,2015,Camry
3269,Volkswagen,55555,van,50,2,Diesel,yes,2013,Multivan
3270,BMW,12799,sedan,181,2.2,Gas,yes,2004,520
3271,Volkswagen,6300,crossover,213,2.5,Diesel,no,2004,Touareg
3272,Volkswagen,8800,hatch,168,1.2,Diesel,yes,2013,Polo
3273,Volkswagen,30000,van,135,2,Diesel,yes,2011,Multivan
3274,Renault,5000,vagon,150,NA,Other,yes,2006,Kangoo
3275,Volkswagen,15880,vagon,139,1.4,Gas,yes,2011,Passat B7
3276,Audi,8150,sedan,162,2,Petrol,yes,2004,A4
3277,Renault,3400,hatch,77,1.8,Other,yes,1994,Laguna
3278,Volkswagen,6500,van,185,NA,Diesel,yes,2006,Caddy
3279,Toyota,13000,hatch,42,1.3,Petrol,yes,2013,Auris
3280,Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg
3281,Toyota,37700,crossover,62,3,Diesel,yes,2013,Land Cruiser Prado
3282,Audi,6700,sedan,470,2,Diesel,yes,1997,A6
3283,BMW,11700,sedan,270,3,Diesel,yes,2003,530
3284,Mercedes-Benz,13000,other,580,2.2,Diesel,yes,2005,Sprinter 313
3285,Mercedes-Benz,62999,crossover,0,2.2,Diesel,yes,2016,GLC-Class
3286,Renault,13321.33,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay
3287,BMW,115800,crossover,4,3,Diesel,yes,2016,X5 M
3288,Mercedes-Benz,27300,crossover,185,3,Diesel,yes,2008,GL 320
3289,Toyota,64000,crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200
3290,Volkswagen,10000,sedan,90,9,Petrol,no,2010,Passat B6
3291,BMW,129222,sedan,2,5,Petrol,yes,2016,750
3292,Mitsubishi,11900,crossover,129,2.5,Diesel,yes,2007,Pajero Sport
3293,BMW,47500,sedan,0,2,Diesel,yes,2016,320
3294,BMW,12800,sedan,140,2.2,Petrol,yes,2005,520
3295,Mercedes-Benz,3900,sedan,375,2,Petrol,yes,1990,190
3296,Volkswagen,12650,hatch,11,1,Petrol,yes,2014,Up
3297,Volkswagen,5600,vagon,235,1.4,Petrol,yes,2000,Golf IV
3298,Mercedes-Benz,19600,vagon,127,1.8,Diesel,yes,2013,B 180
3299,Toyota,28900,sedan,15,2.5,Petrol,yes,2015,Camry
3300,Volkswagen,10900,sedan,273,2,Petrol,yes,2006,Passat B6
3301,Volkswagen,11500,sedan,169,1.8,Petrol,yes,2008,Passat B6
3302,Mitsubishi,9950,crossover,275,3.5,Gas,yes,2000,Pajero Wagon
3303,Mercedes-Benz,23800,sedan,195,2.2,Diesel,yes,2010,E-Class
3304,Renault,8750,vagon,46,1.6,Petrol,yes,2012,Logan
3305,Toyota,19900,sedan,28,1.6,Petrol,yes,2014,Corolla
3306,Audi,6000,sedan,226,1.8,Petrol,yes,1995,A4
3307,Volkswagen,12900,sedan,136,1.6,Diesel,yes,2010,Passat B6
3308,BMW,8999,sedan,221,4.5,Petrol,yes,2002,745
3309,Volkswagen,8700,van,244,2.5,Diesel,yes,2001,T4 (Transporter)
3310,Toyota,19800,crossover,44,2,Petrol,yes,2013,Rav 4
3311,Volkswagen,9000,sedan,51,1.6,Petrol,yes,2013,Polo
3312,Volkswagen,21000,vagon,58,2,Diesel,yes,2013,Passat B7
3313,Audi,2100,vagon,275,2.5,Diesel,no,1998,A4
3314,Mercedes-Benz,5000,van,400,2.3,Diesel,yes,1998,Vito
3315,Toyota,9500,other,90,1.6,Other,yes,2008,Corolla
3316,Volkswagen,34500,van,167,2,Diesel,yes,2013,Multivan
3317,Mercedes-Benz,NA,other,22,3,Diesel,yes,2015,S 350
3318,Toyota,9800,hatch,98,1.6,Gas,yes,2008,Auris
3319,Audi,10399,sedan,293,1.8,Gas,yes,2004,A4
3320,Mercedes-Benz,42000,sedan,38,2.2,Diesel,yes,2014,CLA 220
3321,Audi,14500,hatch,60,1.2,Petrol,yes,2011,A1
3322,Toyota,13621.43,sedan,0,1.3,Petrol,yes,2015,Corolla
3323,BMW,3300,sedan,250,3,Diesel,no,2000,530
3324,Volkswagen,34899.14,vagon,0,2,Petrol,yes,2016,Passat B8
3325,Mercedes-Benz,4500,van,180,2.3,Diesel,yes,1998,Vito
3326,Volkswagen,1800,vagon,280,1.9,Diesel,yes,1996,Golf III
3327,Mitsubishi,12999,crossover,140,2.4,Gas,yes,2007,Outlander XL
3328,Volkswagen,8800,van,240,1.9,Diesel,yes,2003,T5 (Transporter)
3329,Audi,22000,crossover,152,4.2,Petrol,yes,2007,Q7
3330,Mercedes-Benz,NA,crossover,0,3,Diesel,yes,2016,GLE-Class
3331,Mercedes-Benz,159999,other,0,3,Petrol,yes,2016,S 400
3332,Toyota,35555,crossover,40,3.5,Petrol,yes,2013,Highlander
3333,Volkswagen,2600,sedan,330,1.9,Petrol,no,1999,Passat B5
3334,Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014,Polo
3335,Renault,8000,van,207,1.9,Diesel,yes,2003,Trafic
3336,Audi,52055.25,crossover,0,2,Diesel,yes,2016,Q5
3337,Audi,5300,other,182,2.5,Diesel,no,2002,A4
3338,Renault,1800,van,123,1.9,Diesel,yes,2004,Kangoo
3339,Volkswagen,8500,van,216,1.9,Diesel,yes,2005,Caddy
3340,Mercedes-Benz,99999,crossover,30,5,Petrol,yes,2013,G 500
3341,Toyota,23000,crossover,233,4,Gas,yes,2006,Land Cruiser Prado
3342,Audi,11900,sedan,131,2,Petrol,yes,2007,A4
3343,Mercedes-Benz,6999,sedan,200,2.6,Gas,yes,2001,C-Class
3344,Toyota,9999,sedan,345,3,Gas,yes,2005,Camry
3345,Audi,8999,vagon,200,2.7,Petrol,yes,2003,A6 Allroad
3346,Renault,10800,other,206,2,Diesel,yes,2008,Trafic
3347,Mercedes-Benz,7777,other,230,2.8,Petrol,yes,1980,E-Class
3348,Mercedes-Benz,11500,van,200,2.2,Diesel,yes,2010,Vito
3349,Mitsubishi,2300,sedan,420,1.8,Petrol,yes,1991,Galant
3350,Audi,2000,vagon,310,2.5,Other,no,1998,A6
3351,Volkswagen,28900,crossover,1,2,Petrol,yes,2016,Tiguan
3352,Mercedes-Benz,7700,sedan,285,3,Diesel,yes,1999,E-Class
3353,Renault,20996.24,crossover,0,1.5,Diesel,yes,2016,Captur
3354,Toyota,8600,sedan,126,1.6,Petrol,yes,2008,Corolla
3355,Toyota,11000,sedan,156,1.8,Petrol,yes,2008,Avensis
3356,Volkswagen,11200,sedan,260,3.2,Petrol,yes,2006,Passat B6
3357,BMW,5000,sedan,270,3,Diesel,yes,2000,530
3358,BMW,14900,vagon,221,2,Diesel,yes,2008,520
3359,Mercedes-Benz,9500,other,280,2.9,Diesel,yes,1998,Sprinter 312
3360,Volkswagen,7700,sedan,220,2.8,Petrol,yes,2004,Passat B5
3361,Toyota,14699,sedan,155,NA,Petrol,yes,2006,Camry
3362,Toyota,21900,sedan,88,2.5,Petrol,yes,2012,Camry
3363,BMW,77500,crossover,1,3,Petrol,yes,2016,X6
3364,Mercedes-Benz,8000,other,245,2.2,Diesel,yes,2004,Vito
3365,Mercedes-Benz,2199,van,396,2.2,Diesel,no,2000,Vito
3366,Mercedes-Benz,41900,sedan,95,6.3,Petrol,yes,2011,S 63 AMG
3367,Mitsubishi,9000,sedan,158,NA,Other,yes,2007,Lancer
3368,Mercedes-Benz,20300,sedan,198,1.8,Gas,yes,2011,E-Class
3369,Toyota,14300,sedan,71,2.4,Petrol,yes,2008,Camry
3370,Mercedes-Benz,83000,crossover,70,3,Diesel,yes,2013,GL 350
3371,BMW,6500,sedan,311,2,Gas,yes,1998,520
3372,Mercedes-Benz,8500,van,281,2.2,Diesel,yes,2004,Vito
3373,Renault,5400,vagon,181,1.5,Diesel,no,2010,Megane
3374,Toyota,16800,crossover,238,4,Gas,yes,2004,Land Cruiser Prado
3375,Toyota,22900,crossover,34,2,Petrol,yes,2012,Rav 4
3376,Mercedes-Benz,21300,crossover,143,3.2,Diesel,yes,2007,ML 320
3377,BMW,16999,other,90,2.5,Petrol,yes,2008,325
3378,Volkswagen,15700,sedan,110,1.8,Petrol,yes,2011,Passat B7
3379,Mercedes-Benz,5300,van,244,2.2,Diesel,yes,2000,Vito
3380,Mercedes-Benz,16500,sedan,280,3.7,Petrol,yes,2004,S 350
3381,BMW,8999,sedan,250,1.9,Petrol,yes,2001,316
3382,Toyota,14850,hatch,51,1.6,Petrol,yes,2013,Auris
3383,BMW,24100,vagon,112,3,Petrol,yes,2011,X1
3384,BMW,66500,crossover,1,2,Diesel,yes,2016,X5
3385,BMW,24500,crossover,195,4.8,Petrol,yes,2007,X5
3386,Toyota,23499,crossover,174,4,Gas,yes,2008,Land Cruiser Prado
3387,Volkswagen,14500,vagon,229,2,Diesel,yes,2009,Passat B6
3388,Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Logan
3389,Audi,1852.5,sedan,150,1.8,Petrol,yes,1985,80
3390,Mitsubishi,8777,sedan,180,20,Petrol,yes,2007,Lancer X
3391,BMW,8500,sedan,245,2.2,Petrol,yes,2002,523
3392,BMW,NA,crossover,4,4.4,Petrol,yes,2016,X5 M
3393,Mercedes-Benz,21500,sedan,146,1.8,Gas,yes,2012,E-Class
3394,Volkswagen,10000,sedan,174,2,Petrol,yes,2005,Passat B6
3395,Mercedes-Benz,4500,other,356,2.3,Petrol,yes,1991,230
3396,Volkswagen,21900,van,166,2,Diesel,yes,2011,T6 (Transporter)
3397,Mercedes-Benz,102800,van,0,2.2,Diesel,yes,2016,V 250
3398,Renault,7750,van,70,1.5,Diesel,yes,2014,Kangoo
3399,Volkswagen,9750,van,253,1.9,Diesel,yes,2010,Caddy
3400,Toyota,10500,sedan,82,NA,Petrol,yes,2010,Corolla
3401,Renault,3100,vagon,150,1.9,Diesel,no,2003,Laguna
3402,BMW,1900,sedan,200,1.8,Gas,no,1994,318
3403,BMW,14300,sedan,217,3,Diesel,yes,2005,530
3404,Renault,4300,van,1,1.5,Diesel,yes,2003,Kangoo
3405,Audi,17000,crossover,127,3,Diesel,no,2013,Q7
3406,Toyota,17999,crossover,35,2,Petrol,yes,2009,Rav 4
3407,Mercedes-Benz,99000,crossover,0,3,Diesel,yes,2016,GLS 350
3408,Audi,3100,hatch,114,1.6,Petrol,no,2001,A3
3409,Mitsubishi,6999,sedan,113,1.5,Petrol,yes,2007,Lancer X
3410,Toyota,13900,sedan,102,3.5,Gas,yes,2008,Camry
3411,Mercedes-Benz,68500,crossover,68,3,Diesel,yes,2014,GL 350
3412,Mercedes-Benz,11800,van,148,2.2,Diesel,yes,2010,Vito
3413,Mercedes-Benz,115555,crossover,39,3,Diesel,yes,2015,G 350
3414,Audi,21000,sedan,210,4.2,Petrol,yes,2009,A8
3415,Mercedes-Benz,3150,vagon,220,1.7,Other,no,2001,A 170
3416,Volkswagen,NA,van,158,1.6,Diesel,yes,2012,Caddy
3417,Audi,1950,vagon,300,1.8,Petrol,no,1999,A4
3418,Mitsubishi,12500,crossover,120,2.5,Diesel,yes,2007,Pajero Sport
3419,Mitsubishi,5999,van,258,NA,Diesel,yes,1999,L 400
3420,Volkswagen,3100,sedan,232,1.9,Diesel,no,2001,Passat B5
3421,Toyota,19800,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100
3422,Audi,4200,sedan,236,2.5,Diesel,no,2003,A6
3423,Audi,2100,vagon,230,1.9,Diesel,no,2000,A4
3424,BMW,32500,vagon,162,3,Diesel,yes,2012,530
3425,Audi,15500,vagon,180,2,Diesel,yes,2007,A6
3426,Mercedes-Benz,11500,sedan,224,2.6,Gas,yes,2003,E-Class
3427,Audi,3000,sedan,265,1.8,Petrol,yes,1988,80
3428,BMW,4550,sedan,200,2.8,Petrol,no,1997,528
3429,BMW,18777,sedan,134,4.4,Petrol,yes,2005,545
3430,Audi,19700,crossover,172,3.6,Petrol,yes,2007,Q7
3431,Renault,10950,vagon,180,1.5,Diesel,yes,2011,Megane
3432,Volkswagen,9600,other,128,1.9,Diesel,yes,2010,Caddy
3433,Renault,6700,hatch,96,1.4,Petrol,yes,2010,Sandero
3434,Audi,2411,sedan,240,1.6,Other,yes,1987,80
3435,BMW,23500,crossover,74,2,Petrol,yes,2010,X1
3436,Volkswagen,9000,sedan,59,2,Petrol,no,2010,Passat B6
3437,Volkswagen,38764,sedan,0,2,Diesel,yes,2014,Passat CC
3438,Volkswagen,5500,van,380,2.4,Diesel,yes,1999,T4 (Transporter) 
3439,Mercedes-Benz,11800,sedan,150,2.2,Diesel,yes,2004,E-Class
3440,Toyota,52500,crossover,43,3,Other,yes,2014,Land Cruiser Prado
3441,Audi,31500,sedan,80,2,Petrol,yes,2013,A6
3442,Volkswagen,22800,other,161,2,Diesel,yes,2011,Amarok
3443,BMW,21000,other,130,2.5,Petrol,yes,2006,325
3444,Mercedes-Benz,9200,sedan,172,2.8,Petrol,yes,1997,E-Class
3445,Mercedes-Benz,9900,sedan,320,2.7,Diesel,yes,2001,E-Class
3446,Volkswagen,1500,sedan,265,1.8,Petrol,yes,1988,Jetta
3447,BMW,2850,sedan,386,5,Gas,yes,1988,750
3448,Volkswagen,19999,other,48,2,Diesel,yes,2012,Eos
3449,BMW,7000,sedan,338,NA,Petrol,yes,1997,728
3450,Volkswagen,11250,other,159,1.4,Petrol,yes,2010,Golf VI
3451,Mitsubishi,46000,crossover,0,2.4,Diesel,yes,2016,Pajero Sport
3452,Volkswagen,18300,van,1,2.2,Diesel,yes,2013,T5 (Transporter) 
3453,BMW,42900,sedan,2,2,Petrol,yes,2016,520
3454,BMW,18400,crossover,256,3,Diesel,yes,2006,X5
3455,BMW,12900,sedan,121,2,Petrol,yes,2007,318
3456,Toyota,37600,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200
3457,BMW,46000,sedan,5,2,Petrol,yes,2016,520
3458,Volkswagen,3200,other,650,1.9,Diesel,yes,1999,Caddy
3459,BMW,6500,vagon,377,2,Gas,yes,1998,520
3460,Volkswagen,55555,van,53,2,Diesel,yes,2013,Multivan
3461,Mitsubishi,6900,sedan,190,1.6,Gas,yes,2007,Lancer
3462,Mercedes-Benz,104000,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG
3463,Mitsubishi,5200,van,200,1.6,Petrol,yes,2003,Space Star
3464,Mitsubishi,8400,sedan,147,2,Petrol,yes,2007,Lancer
3465,Volkswagen,1450,hatch,200,1.8,Gas,no,1992,Golf III
3466,Volkswagen,13700,other,103,2,Diesel,yes,2013,T5 (Transporter) 
3467,Toyota,18950,sedan,45,1.8,Petrol,yes,2014,Avensis
3468,Mercedes-Benz,13000,other,247,2.2,Diesel,yes,2012,Sprinter 313
3469,Mitsubishi,19800,crossover,67,2,Gas,yes,2013,Outlander
3470,Mercedes-Benz,22500,sedan,213,2.2,Diesel,yes,2012,E-Class
3471,BMW,19500,sedan,190,6,Petrol,yes,2004,760
3472,Volkswagen,NA,other,67,1.8,Other,yes,2008,Passat B6
3473,Mercedes-Benz,6100,sedan,300,3.2,Diesel,no,2004,E-Class
3474,Volkswagen,19000,sedan,109,1.8,Petrol,yes,2012,Passat B7
3475,Mercedes-Benz,3799,van,350,2.2,Diesel,yes,2000,Vito
3476,BMW,8900,sedan,250,2.5,Diesel,yes,2001,525
3477,Volkswagen,8000,van,350,1.9,Diesel,yes,2004,T5 (Transporter)
3478,BMW,4500,sedan,300,3,Diesel,yes,2000,330
3479,Volkswagen,2600,van,10,2.4,Diesel,yes,1988,LT
3480,Mercedes-Benz,31669,hatch,2,NA,Other,yes,2015,B-Class Electric Drive
3481,BMW,4300,sedan,240,2.5,Diesel,no,2002,525
3482,Mercedes-Benz,82555,crossover,69,3,Diesel,yes,2014,GL 350
3483,BMW,31000,vagon,15,NA,Other,yes,2015,I3
3484,Renault,10000,other,214,2.5,Diesel,yes,2008,Master
3485,Audi,56000,crossover,44,3,Diesel,yes,2014,Q7
3486,BMW,21700,sedan,259,3,Diesel,yes,2007,730
3487,BMW,89999,crossover,17,4.4,Petrol,yes,2015,X6 M
3488,Mitsubishi,9200,sedan,92,2,Petrol,yes,2010,Lancer X
3489,Audi,21700,sedan,167,3,Petrol,yes,2009,A6
3490,Mercedes-Benz,27300,crossover,149,5.46,Petrol,yes,2009,ML 550
3491,Volkswagen,15200,van,132,2.5,Diesel,yes,2009,T5 (Transporter)
3492,Volkswagen,9800,van,86,1.2,Petrol,yes,2013,Caddy
3493,Mercedes-Benz,14500,vagon,178,3,Diesel,yes,2006,E-Class
3494,Renault,7800,vagon,120,1.5,Diesel,yes,2008,Megane
3495,Mercedes-Benz,15250,sedan,210,2.2,Diesel,yes,2006,E-Class
3496,Audi,13500,sedan,196,2.4,Petrol,yes,2005,A6
3497,Audi,23333,other,150,4.2,Petrol,yes,2007,Q7
3498,Mercedes-Benz,18800,other,90,1.8,Petrol,yes,2008,CLC 180
3499,Mitsubishi,6700,sedan,193,1.6,Petrol,yes,2005,Lancer
3500,Toyota,8200,crossover,212,2,Gas,yes,2003,Rav 4
3501,Volkswagen,1650,sedan,210,1.8,Petrol,no,1998,Passat B4
3502,Audi,49500,crossover,44,3,Diesel,yes,2013,Q7
3503,Volkswagen,22900,sedan,48,2,Petrol,yes,2013,Jetta
3504,Volkswagen,10300,hatch,110,1.9,Diesel,yes,2008,Caddy
3505,Toyota,12500,sedan,175,2.4,Petrol,yes,2007,Camry
3506,Mitsubishi,6800,sedan,170,1.6,Petrol,yes,2004,Lancer
3507,BMW,33500,sedan,1,1.5,Petrol,yes,2015,318
3508,Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016,Auris
3509,Volkswagen,1499,sedan,220,2,Gas,no,1995,Passat B4
3510,Volkswagen,18900,hatch,56,2,Petrol,yes,2012,Golf GTI
3511,BMW,67500,crossover,1,2,Diesel,yes,2016,X5
3512,BMW,52000,crossover,7,2,Diesel,yes,2015,X1
3513,Volkswagen,17777,van,250,2,Diesel,yes,2010,T5 (Transporter)
3514,Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser
3515,Mercedes-Benz,3200,sedan,390,2.3,Gas,yes,1985,E-Class
3516,Audi,88888,crossover,0,3,Diesel,yes,2015,Q7
3517,Renault,7450,other,208,1.9,Other,yes,2004,Trafic
3518,Mercedes-Benz,31990,crossover,95,4.7,Petrol,yes,2010,GL 450
3519,BMW,14200,sedan,263,3,Petrol,yes,2004,530
3520,Renault,6300,vagon,202,1.5,Diesel,yes,2005,Scenic
3521,Renault,4350,van,188,1.5,Diesel,yes,2004,Kangoo
3522,Renault,11100,vagon,155,1.5,Diesel,yes,2012,Megane
3523,Volkswagen,6300,vagon,132,2.8,Gas,yes,1995,Passat B4
3524,Renault,3300,van,256,1.5,Diesel,yes,2005,Kangoo
3525,Mercedes-Benz,7450,sedan,300,2,Gas,yes,2000,C-Class
3526,Mitsubishi,1850,sedan,145,1.6,Petrol,no,1997,Carisma
3527,Mercedes-Benz,14000,other,360,2.2,Diesel,yes,2005,Sprinter 313
3528,Renault,12850,other,226,2.3,Diesel,yes,2012,Master
3529,Toyota,18300,hatch,30,1.6,Petrol,yes,2014,Auris
3530,Volkswagen,14700,sedan,97,1.4,Gas,yes,2012,Passat B7
3531,Volkswagen,3000,sedan,250,2.8,Gas,no,2002,Passat B5
3532,Mercedes-Benz,12999,sedan,247,4,Diesel,yes,2003,S 400
3533,Mercedes-Benz,11850,van,177,2.2,Diesel,yes,2011,Vito
3534,Volkswagen,19500,sedan,128,1.8,Petrol,yes,2013,Passat B7
3535,Mercedes-Benz,20200,sedan,69,2,Petrol,yes,2010,E-Class
3536,Renault,5899,vagon,189,NA,Diesel,no,2012,Megane
3537,Volkswagen,12000,sedan,186,3.2,Petrol,yes,2006,Passat B6
3538,Mercedes-Benz,17800,van,162,1.8,Diesel,yes,2012,B 180
3539,Toyota,16800,crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado
3540,Mercedes-Benz,10600,van,250,2.2,Diesel,yes,2006,Sprinter 313
3541,Mercedes-Benz,114999,crossover,0,3,Diesel,yes,2016,GLS 350
3542,Renault,4700,hatch,124,1.5,Diesel,yes,2003,Kangoo
3543,Mercedes-Benz,20000,crossover,251,5,Gas,yes,2002,ML 500
3544,Mercedes-Benz,104999,crossover,1,3,Diesel,yes,2016,GLE-Class
3545,Mercedes-Benz,9000,sedan,198,4,Diesel,yes,2002,S 400
3546,BMW,36300,crossover,83,3.5,Petrol,yes,2010,X6
3547,Toyota,19400,crossover,88,2,Petrol,yes,2011,Rav 4
3548,Mercedes-Benz,7700,sedan,230,2,Petrol,yes,2001,C-Class
3549,Mitsubishi,17500,other,69,2.5,Diesel,yes,2011,L 200
3550,BMW,31000,sedan,100,2,Petrol,yes,2012,520
3551,Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado
3552,BMW,13500,sedan,233,3,Diesel,yes,2003,530
3553,Renault,4900,van,150,2,Diesel,yes,2007,Trafic
3554,Mercedes-Benz,7700,sedan,340,2.2,Diesel,yes,2002,Vito
3555,Renault,10900,vagon,175,1.5,Diesel,yes,2012,Megane
3556,BMW,2200,sedan,303,2.5,Diesel,no,1999,525
3557,BMW,7200,sedan,270,3,Diesel,no,2004,530
3558,BMW,20500,other,114,NA,Other,yes,2008,325
3559,Toyota,9150,hatch,87,1.6,Petrol,yes,2008,Auris
3560,BMW,5900,sedan,10,2.8,Petrol,yes,1989,328
3561,Mitsubishi,4800,hatch,206,1.6,Gas,yes,2001,Carisma
3562,Volkswagen,1500,vagon,200,1.8,Gas,yes,1996,Passat B4
3563,Volkswagen,9500,hatch,62,1.2,Diesel,yes,2011,Polo
3564,Mercedes-Benz,3500,van,395,2.3,Diesel,no,1997,Vito
3565,Volkswagen,3650,sedan,300,1.8,Petrol,yes,1996,Vento
3566,Mercedes-Benz,63000,crossover,160,3,Diesel,yes,2013,GL 350
3567,Volkswagen,6600,van,240,1.9,Diesel,yes,2008,Caddy
3568,Toyota,36000,crossover,940,NA,Other,yes,2009,Land Cruiser 200
3569,Toyota,10200,sedan,185,1.8,Petrol,yes,2007,Avensis
3570,Volkswagen,19995,hatch,68,1.4,Petrol,yes,2013,Scirocco
3571,Mitsubishi,9800,sedan,56,1.5,Petrol,yes,2011,Lancer X
3572,Mercedes-Benz,11200,sedan,198,6,Petrol,yes,2004,S 600
3573,Volkswagen,18000,crossover,117,2.5,Diesel,yes,2006,Touareg
3574,Mitsubishi,28500,crossover,0,2,Petrol,yes,2016,Outlander
3575,Mitsubishi,9800,sedan,81,2,Petrol,yes,2009,Lancer X
3576,BMW,33000,sedan,60,NA,Petrol,yes,2012,328
3577,Audi,3900,sedan,247,2.5,Diesel,no,2003,A6
3578,Mitsubishi,22711.65,crossover,1,2,Petrol,yes,2016,Outlander
3579,BMW,6500,sedan,298,2.5,Petrol,yes,1998,523
3580,Volkswagen,4999,hatch,300,1.9,Diesel,yes,1999,Golf IV
3581,Renault,9100,vagon,176,1.5,Diesel,yes,2011,Scenic
3582,Mercedes-Benz,11000,sedan,319,2.2,Diesel,yes,2003,220
3583,Volkswagen,7200,hatch,159,1.6,Petrol,yes,2007,Golf V
3584,Mercedes-Benz,10900,van,191,2.2,Diesel,yes,2007,Vito
3585,Volkswagen,35000,sedan,74,4.2,Gas,yes,2011,Phaeton
3586,Mitsubishi,11500,sedan,134,2.4,Petrol,yes,2009,Galant
3587,Mercedes-Benz,9999,van,154,2.2,Diesel,yes,2007,Vito
3588,Audi,NA,sedan,300,2.5,Diesel,no,2001,A8
3589,Renault,4400,other,220,1.5,Diesel,yes,2004,Kangoo
3590,Mitsubishi,4000,hatch,367,1.6,Gas,yes,1997,Carisma
3591,Audi,29999,other,90,3,Petrol,yes,2011,A5
3592,Volkswagen,14800,van,65,1.6,Diesel,yes,2012,Caddy
3593,Mitsubishi,5500,crossover,30,2.5,Diesel,yes,2014,Pajero Sport
3594,BMW,39333,sedan,6,2,Petrol,yes,2016,520
3595,Mitsubishi,17000,crossover,215,3.8,Petrol,yes,2006,Pajero Wagon
3596,Toyota,20900,sedan,18,2.5,Other,yes,2013,Camry
3597,BMW,15000,sedan,137,2.2,Petrol,yes,2004,520
3598,Volkswagen,1850,other,200,1.6,Petrol,no,1999,Golf IV
3599,Renault,6900,hatch,47,1.4,Petrol,yes,2012,Sandero
3600,Volkswagen,11990,sedan,245,2,Diesel,yes,2007,Passat B6
3601,Mercedes-Benz,41000,van,55,3,Diesel,yes,2011,Viano
3602,BMW,42000,sedan,5,2,Petrol,yes,2016,520
3603,Renault,7700,van,128,1.5,Diesel,yes,2012,Kangoo
3604,Volkswagen,7750,van,265,1.9,Diesel,yes,2002,T4 (Transporter)
3605,Toyota,10100,other,83,1.6,Other,yes,2008,Corolla
3606,Renault,7500,van,128,1.5,Diesel,yes,2009,Kangoo
3607,BMW,2700,sedan,220,2.5,Petrol,no,2002,525
3608,Mercedes-Benz,74900,other,32,6.3,Petrol,yes,2007,CL 63 AMG
